time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.4000000000000017,0.505496517858,1.1525729666,16.455971241,0.178260564451,6.27519920974,0.0,0.418871888132,1.82242211367,4.64221426827,0.0739687253868,-0.0367728468942,0.0,409.3231992974728,408.6682466486282,411.1002645375073,407.4167310910239
2.4600000000000017,0.530797598274,1.26558682738,16.7373330416,0.182690582374,6.27313290707,0.0,0.424712901091,1.94503015366,4.73592806844,0.0735622209992,-0.0301372985213,0.0,460.18458487653146,460.7091420190403,460.65789824605463,460.62978610545855
2.520000000000002,0.556469304407,1.38566036334,17.0222509838,0.18713591785,6.27105038851,0.0,0.431186741789,2.05774688068,4.76104696475,0.0751214812871,-0.0459264714021,0.0,440.3835764522307,439.0748450758746,440.39369219729053,440.527000650146
2.580000000000002,0.582571910794,1.51258197152,17.3087168387,0.191601425061,6.26882272368,0.0,0.43912500889,2.1732976264,4.78750703996,0.0729955427676,-0.023664115219,0.0,439.75050303058623,441.590252563233,441.74601603219645,441.5750159024865
2.640000000000002,0.6091524746,1.64603772105,17.5943299165,0.196008692835,6.26750264818,0.0,0.44700566153,2.27555525175,4.73299115764,0.0743563583916,-0.0188676086405,0.0,413.9981378275103,414.41997137203464,415.4301594648814,415.55409066599987
2.700000000000002,0.636305749552,1.78666583124,17.881550409,0.200447038115,6.26642849455,0.0,0.458208855524,2.41233722703,4.84033094557,0.0731937189287,-0.0160392461945,0.0,466.0850050437737,466.30611541274124,468.14883376910916,468.062311356718
2.760000000000002,0.664142396023,1.93545892697,18.1745850081,0.204611748537,6.26584266764,0.0,0.469745873649,2.54770013507,4.92687623963,0.060512317034,0.000505973638539,0.0,461.4217417771095,462.7263510252539,462.8057946311368,461.80985082909996
2.820000000000002,0.692624489241,2.09179394211,18.4696735408,0.208289429481,6.26580065259,0.0,0.479655167559,2.66370627229,4.90930131256,0.0628145466493,-0.00322917068448,0.0,429.9967445278448,429.68016904196566,430.22321356510406,430.42094842151096
2.880000000000002,0.721661936172,2.25466274069,18.7614440364,0.211946159288,6.26587423959,0.0,0.488266987784,2.76552535937,4.8166284871,0.0569195949214,0.00891021380558,0.0,403.33193999517584,404.42702028175853,405.48531986082713,404.9583281894777
2.940000000000002,0.751321069383,2.42500686905,19.0537894127,0.215025408866,6.26624612025,0.0,0.500308509525,2.91273944994,4.92749715606,0.0367317563771,0.000131065897482,0.0,471.3369466868734,470.657776211761,471.16885152599946,469.6067488781129
3.000000000000002,0.781730763982,2.60467868368,19.3548310089,0.217355377422,6.26565961816,0.0,0.513334154243,3.07627985832,5.10617502067,0.042733740161,-0.0540330316686,0.0,494.1863770894168,490.1769782805716,492.2254784142855,492.67009165876544
